-2.5	-2.5	-2.5	
-2	-1.25	-2.5	
-1.5	0	-2.5	
-2	1.25	-2.5	
-2.5	2.5	-2.5	
-1.25	-2.5	-2.5	
-1.25	-1.25	-2.5	
-1.25	0	-2.5	
-1.25	1.25	-2.5	
-1.25	2.5	-2.5	
0	-2.5	-2.5	
0	-1.25	-2.5	
0	0	-2.5	
0	1.25	-2.5	
0	2.5	-2.5	
1.25	-2.5	-2.5	
1.25	-1.25	-2.5	
1.25	0	-2.5	
1.25	1.25	-2.5	
1.25	2.5	-2.5	
2.5	-2.5	-2.5	
2.08333	-1.25	-2.5	
1.66667	0	-2.5	
2.08333	1.25	-2.5	
2.5	2.5	-2.5	
-2	-2.5	-1.25	
-1.5	-1.25	-1.25	
-1	0	-1.25	
-1.5	1.25	-1.25	
-2	2.5	-1.25	
-1.25	-2.5	-1.25	
-1.25	-1.25	-1.25	
-1.25	0	-1.25	
-1.25	1.25	-1.25	
-1.25	2.5	-1.25	
0	-2.5	-1.25	
0	-1.25	-1.25	
0	0	-1.25	
0	1.25	-1.25	
0	2.5	-1.25	
1.25	-2.5	-1.25	
1.25	-1.25	-1.25	
1.25	0	-1.25	
1.25	1.25	-1.25	
1.25	2.5	-1.25	
2.08333	-2.5	-1.25	
1.66667	-1.25	-1.25	
1.25	0	-1.25	
1.66667	1.25	-1.25	
2.08333	2.5	-1.25	
-1.5	-2.5	0	
-1	-1.25	0	
-0.5	0	0	
-1	1.25	0	
-1.5	2.5	0	
-1.25	-2.5	0	
-1.25	-1.25	0	
-1.25	0	0	
-1.25	1.25	0	
-1.25	2.5	0	
0	-2.5	0	
0	-1.25	0	
0	0	0	
0	1.25	0	
0	2.5	0	
1.25	-2.5	0	
1.25	-1.25	0	
1.25	0	0	
1.25	1.25	0	
1.25	2.5	0	
1.66667	-2.5	0	
1.25	-1.25	0	
0.833333	0	0	
1.25	1.25	0	
1.66667	2.5	0	
-2	-2.5	1.25	
-1.5	-1.25	1.25	
-1	0	1.25	
-1.5	1.25	1.25	
-2	2.5	1.25	
-1.25	-2.5	1.25	
-1.25	-1.25	1.25	
-1.25	0	1.25	
-1.25	1.25	1.25	
-1.25	2.5	1.25	
0	-2.5	1.25	
0	-1.25	1.25	
0	0	1.25	
0	1.25	1.25	
0	2.5	1.25	
1.25	-2.5	1.25	
1.25	-1.25	1.25	
1.25	0	1.25	
1.25	1.25	1.25	
1.25	2.5	1.25	
2.08333	-2.5	1.25	
1.66667	-1.25	1.25	
1.25	0	1.25	
1.66667	1.25	1.25	
2.08333	2.5	1.25	
-2.5	-2.5	2.5	
-2	-1.25	2.5	
-1.5	0	2.5	
-2	1.25	2.5	
-2.5	2.5	2.5	
-1.25	-2.5	2.5	
-1.25	-1.25	2.5	
-1.25	0	2.5	
-1.25	1.25	2.5	
-1.25	2.5	2.5	
0	-2.5	2.5	
0	-1.25	2.5	
0	0	2.5	
0	1.25	2.5	
0	2.5	2.5	
1.25	-2.5	2.5	
1.25	-1.25	2.5	
1.25	0	2.5	
1.25	1.25	2.5	
1.25	2.5	2.5	
2.5	-2.5	2.5	
2.08333	-1.25	2.5	
1.66667	0	2.5	
2.08333	1.25	2.5	
2.5	2.5	2.5	
