-0.35473,0.64527
-0.46001,0.7643
-0.51275,1
-0.46001,1.2357
-0.35473,1.3547
-0.2357,0.53999
-0.28834,0.71166
-0.31471,1
-0.28834,1.2883
-0.2357,1.46
2.2204e-16,0.48725
2.2204e-16,0.68529
2.2204e-16,1
2.2204e-16,1.3147
2.2204e-16,1.5128
0.2357,0.53999
0.28834,0.71166
0.31471,1
0.28834,1.2883
0.2357,1.46
0.35473,0.64527
0.46001,0.7643
0.51275,1
0.46001,1.2357
0.35473,1.3547
